hexagram_line_id,position,is_constituting_ruler,is_governing_ruler,change_text,change_interpretation,created_at,updated_at,deleted_at,hexagram_id
290,2,f,f,"When one's own day comes, one may create revolution.
Starting brings good fortune. No blame.","When all other attempts at reform have failed, revolution becomes necessary. However, it must be meticulously planned and led by a capable and trusted individual. This approach brings success and avoids errors. Our initial focus should be on our mindset regarding the forthcoming changes. We must proactively embrace them to adequately prepare for their arrival.",2023-06-17 23:39:53.362318+00,2023-06-17 23:39:53.362332+00,,49
291,3,f,f,"Starting brings misfortune.
Perseverance brings danger.
When talk of revolution has gone the rounds three times,
One may commit himself,
And men will believe him.","In times of necessary change, two mistakes must be avoided: rushing and ruthlessness, which lead to disaster, and hesitating and being overly conservative, which are also dangerous. It's important to consider every demand for change, but not all should be immediately accepted. However, legitimate and repeated complaints should be heard and seriously considered. When talk of change is brought up multiple times and thoroughly pondered, one may believe in it and support it. By doing so, they will gain support from others and achieve progress.",2023-06-17 23:40:48.556752+00,2023-06-17 23:40:48.556766+00,,49
292,4,f,f,"Remorse disappears. Men believe him.
Changing the form of government brings good fortune.","Significant transformations necessitate appropriate authority. An individual should possess both personal resilience and a position of influence. Their actions should align with a deeper truth rather than arising from arbitrary or trivial motivations. This alignment brings substantial benefits. However, if a revolution lacks this inner truth, the outcomes are unfavorable and unsuccessful. Ultimately, people will only endorse endeavors that they intuitively perceive as fair.",2023-06-17 23:42:01.783067+00,2023-06-17 23:42:01.783078+00,,49
293,5,t,t,"The great man changes like a tiger.
Even before he questions the oracle
He is believed.","A revolution led by a remarkable individual is akin to a tigerskin with prominent black stripes on a yellow backdrop. The distinct pattern captures attention from a distance, just as the revolution's clear and guiding principles are easily comprehensible to all. Consequently, the leader gains spontaneous support from the people without requiring external consultation or guidance.",2023-06-17 23:42:48.406794+00,2023-06-17 23:42:48.406806+00,,49
294,6,f,f,"The superior man changes like a panther.
The inferior man molts in the face.
Starting brings misfortune.
To remain persevering brings good fortune.","After addressing major issues, smaller reforms are needed to achieve a stable society. These changes affect ordinary people, who undergo a metaphorical ""molting"" process. While this transformation may not be profound, it is realistic and prevents unrest and hardship. The goal of a significant revolution is to establish secure conditions and stability based on current possibilities.",2023-06-17 23:43:25.579272+00,2023-06-17 23:43:25.57929+00,,49
311,5,f,f,"Keeping his jaws still.
The words have order.
Remorse disappears.","When someone is in a perilous situation, especially if they feel ill-equipped to handle it, they often resort to excessive talking and making presumptuous jokes. However, this careless speech can easily lead to regrettable situations. On the other hand, if a person remains reserved in their speech, their words become more deliberate, eliminating the need for subsequent remorse.",2023-06-18 00:11:07.054658+00,2023-06-18 00:11:07.054674+00,,52
295,1,f,f,"A ting with legs upturned.
Furthers removal of stagnating stuff.
One takes a concubine for the sake of her son.
No blame.","In a developed society, anyone with good intentions can find success, regardless of their initial position. This is illustrated by two metaphors. The first metaphor suggests that turning something upside down can clear it of impurities, symbolizing the opportunity for purification and growth. The second metaphor involves a concubine who gains honor through having a son, indicating that even individuals in lowly positions can earn respect through their contributions. This hexagram signifies that as long as a person is willing to purify themselves, they can rise to a higher station and achieve fruitful accomplishments, gaining recognition along the way.",2023-06-17 23:50:18.015483+00,2023-06-17 23:50:18.015495+00,,50
296,2,f,f,"There is food in the ting.
My comrades are envious,
But they cannot harm me.
Good fortune.","In an era of advanced culture, achieving something significant is crucial. While focusing on tangible accomplishments, individuals may encounter envy and disapproval, but such reactions are not harmful. By staying grounded in their actual achievements, they minimize the impact of envious individuals.",2023-06-17 23:51:02.252981+00,2023-06-17 23:51:02.252993+00,,50
297,3,f,f,"The handle of the ting is altered.
One is impeded in his way of life.
The fat of the pheasant is not eaten.
Once rain falls, remorse is spent.
Good fortune comes in the end.","In a civilized society, a person can feel ineffective when unnoticed or unrecognized. Their talents and qualities go to waste. However, possessing something spiritually valuable can help overcome these difficulties and lead to success. The symbol of rain represents tension release.",2023-06-17 23:51:54.777612+00,2023-06-17 23:51:54.777621+00,,50
298,4,f,f,"The legs of the ting are broken.
The prince's meal is spilled
And his person is soiled.
Misfortune.","A person faces a challenging task they are not qualified for and lacks dedication. They associate with less competent individuals, leading to the failure of the task. Additionally, they receive criticism for their actions.",2023-06-17 23:53:41.372883+00,2023-06-17 23:53:41.372894+00,,50
299,5,t,t,"The ting has yellow handles, golden carrying rings.
Perseverance furthers.","In a leadership role, an approachable and modest individual is successful in finding competent allies who support and assist them. Maintaining this humble demeanor is crucial, as it requires continual selflessness. It is important for them to remain steadfast and avoid being influenced negatively.",2023-06-17 23:54:31.625404+00,2023-06-17 23:54:31.625415+00,,50
300,6,t,t,"The ting has rings of jade.
Great good fortune.
Nothing that would not act to further.","Advice and counsel is likened to precious jade, symbolizing strength and softness. When received by an open-minded person, it brings great benefits. The sage imparts this counsel with a gentle and pure approach, resembling the qualities of jade. As a result, it pleases both the divine and humans, leading to favorable outcomes.",2023-06-17 23:56:00.581618+00,2023-06-17 23:56:00.58163+00,,50
301,1,t,t,"Shock comes-oh, oh!
Then follow laughing words-ha, ha!
Good fortune.","Individuals initially feel disadvantaged compared to others when they experience fear and shock. However, this feeling is temporary. Once the ordeal is over, they feel relieved, and the initial terror ultimately leads to good fortune in the future.",2023-06-17 23:57:33.739412+00,2023-06-17 23:57:33.739422+00,,51
302,2,f,f,"Shock comes bringing danger.
A hundred thousand times
You lose your treasures
And must climb the nine hills.
Do not go in pursuit of them.
After seven days you will get them back again.","In a precarious situation, a person faces danger and experiences significant losses. Instead of resisting, they should align with the prevailing movement and retreat to safe and inaccessible positions. It is crucial for them to accept the loss of their property without excessive concern. Once the turbulent period subsides, they will regain their possessions effortlessly, without actively pursuing them.",2023-06-17 23:58:32.198498+00,2023-06-17 23:58:32.198509+00,,51
303,3,f,f,"Shock comes and makes one distraught.
If shock spurs to action
One remains free of misfortune.","The present hexagram highlights the shock of fate, rather than inner shock. During such times, people often lose presence of mind and fail to seize opportunities. However, by allowing these shocks to stimulate their thinking, individuals can overcome external challenges with ease.",2023-06-17 23:59:29.604837+00,2023-06-17 23:59:29.604847+00,,51
304,4,f,f,Shock is mired.,"Successful mental movement relies on favorable circumstances. When there is no resistance to overcome or opportunity for triumph, but rather everything is stagnant and unyielding like thick mud, progress is hindered.",2023-06-18 00:00:13.59088+00,2023-06-18 00:00:13.590892+00,,51
305,5,f,f,"Shock goes hither and thither.
Danger.
However, nothing at all is lost.
Yet there are things to be done.","In this case, there are multiple shocks happening without any breaks in between. However, no losses occur as long as one remains at the center of the movement, avoiding being tossed around uncontrollably.",2023-06-18 00:00:46.849413+00,2023-06-18 00:00:46.849425+00,,51
306,6,f,f,"Shock brings ruin and terrified gazing around.
Going ahead brings misfortune.
If it has not yet touched one's own body
But has reached one's neighbor first,
There is no blame.
One's comrades have something to talk about.","In times of inner shock, one loses clear thinking and perspective. Acting without composure is unwise. It's best to wait until calmness and clarity return. This is only possible if one hasn't been affected by the agitation yet, even if it's evident in others. By withdrawing from the situation in time, one avoids mistakes and harm. However, companions caught up in excitement may disapprove. Nevertheless, it's important not to be swayed by their opinions.",2023-06-18 00:01:55.807163+00,2023-06-18 00:01:55.807173+00,,51
307,1,f,f,"Keeping his toes still.
No blame.
Continued perseverance furthers.","This line emphasizes the importance of starting with clarity and staying true to oneself. By keeping still, one can maintain a connection with their innate wisdom and make fewer mistakes. This initial phase allows for intuitive understanding of reality without being clouded by external influences. It suggests that a person who pauses at the beginning and remains aligned with truth will discover the correct path. However, it also highlights the need for unwavering determination to avoid drifting aimlessly.",2023-06-18 00:03:11.757103+00,2023-06-18 00:03:11.757114+00,,52
308,2,f,f,"Keeping his calves still.
He cannot rescue him whom he follows.
His heart is not glad.","When the body is in motion, the leg relies on it and cannot move alone. If the leg is abruptly halted while the body continues to move, one will fall. Similarly, a person serving a stronger master is carried along, unable to control their powerful actions. Even if the servant wants to stop the wrongdoing, they can't prevent the master's advance. The servant's good intentions cannot save the master who pushes forward.",2023-06-18 00:04:04.111008+00,2023-06-18 00:04:04.111024+00,,52
309,3,f,f,"Keeping his hips still.
Making his sacrum stiff.
Dangerous. The heart suffocates.","Enforced quiet, aimed at subduing the restless heart, can backfire. Smothered fire turns into suffocating smoke. In meditation and concentration, forcing results is counterproductive. Calmness should arise naturally from inner composure, not artificial rigidity. Artificial attempts at calmness lead to negative outcomes.",2023-06-18 00:04:43.765726+00,2023-06-18 00:04:43.765739+00,,52
313,1,f,f,"The wild goose gradually draws near the shore.
The young son is in danger.
There is talk. No blame.","This hexagram depicts the flight of a wild goose, symbolizing loyalty in marriage. Each line represents a stage of the journey. The first line signifies the bird's initial resting place on the shore. Similarly, it represents a young person embarking on life's path alone. They face danger and criticism, but these challenges prevent hasty actions. With slow and careful progress, they succeed.",2023-06-18 00:13:19.817233+00,2023-06-18 00:13:19.817244+00,,53
314,2,t,t,"The wild goose gradually draws near the cliff.
Eating and drinking in peace and concord.
Good fortune.","A safe position in life has been achieved, overcoming initial insecurity. This success brings joy and reassurance for the future. Similar to a wild goose calling its comrades when finding food, it symbolizes sharing good fortune and fostering peace and harmony.",2023-06-18 00:14:27.528602+00,2023-06-18 00:14:27.528614+00,,53
315,3,f,f,"The wild goose gradually draws near the plateau.
The man goes forth and does not return.
The woman carries a child but does not bring it forth.
Misfortune.
It furthers one to fight off robbers.","The high plateau is inhospitable for wild geese. Straying there means losing their way and going too far, defying the law of development. This principle applies to human life as well. If we impulsively engage in unnecessary struggles, misfortune follows. Our own life is at risk, and our family may suffer. However, this outcome is avoidable by respecting the law of natural development. Instead of seeking conflict, one should focus on defending their position and repelling unjustified attacks. Following this approach leads to success.",2023-06-18 00:15:37.872223+00,2023-06-18 00:15:37.872234+00,,53
316,4,f,f,"The wild goose goes gradually draws near the tree.
Perhaps it will find a flat branch. No blame.","In life, we may find ourselves in unsuitable situations, much like a wild goose on a tree. However, if we're clever, we can find a stable position, like a flat branch, to navigate through challenges. Similarly, people often face inappropriate circumstances that put them at risk. It's crucial to be practical and adaptable, allowing us to locate a safe space where life can continue, even amid surrounding dangers.",2023-06-18 00:16:18.11783+00,2023-06-18 00:16:18.117842+00,,53
317,5,t,t,"The wild goose gradually draws near the summit.
For three years the woman has no child.
In the end nothing can hinder her.
Good fortune.","In high positions, isolation often occurs, leading to misjudgment by those on whom one depends. Examples include a woman misjudged by her husband and an official misjudged by a superior. Deceitful individuals exacerbate these situations, hindering progress and fostering sterile relationships. However, with development, misunderstandings can be resolved, leading to eventual reconciliation.",2023-06-18 00:17:10.803744+00,2023-06-18 00:17:10.803755+00,,53
318,6,f,f,"The wild goose gradually draws near the clouds heights.
Its feathers can be used for the sacred dance.
Good fortune.","A person's life reaches its conclusion, their work accomplished. The path soars upward, resembling the flight of geese ascending to the heavens. The geese maintain a precise formation as they leave the earthly realm behind. Even if their feathers shed, they can adorn sacred dance performances in temples. Similarly, the life of an individual who has attained perfection shines as a beacon for others. They serve as an inspiring example, illuminating the lives of those who gaze upon them.",2023-06-18 00:18:10.95589+00,2023-06-18 00:18:10.955907+00,,53
319,1,f,f,"The marrying maiden as a concubine.
A lame man who is able to tread.
Undertakings bring good fortune.","In ancient China, the princess upheld a hierarchical structure among the court ladies, with the queen at the top. These ladies, often from the queen's own family, were subordinate to her. When a girl entered a family with the wife's consent, she would not be considered equal to the wife but would modestly step back. However, if she learned to adapt, her position could be satisfactory, finding security in the love of her husband and their children. Similar dynamics existed among officials. A man could be personally close to a prince but had to remain discreetly in the background compared to official ministers. Despite this limitation, his kind nature could still enable him to achieve something.",2023-06-18 00:19:39.169357+00,2023-06-18 00:19:39.169368+00,,54
320,2,f,f,"A one-eyed man who is able to see.
The perseverance of a solitary man furthers.","In a scenario where a woman finds herself let down by her husband, the metaphorical depiction of a pair of eyes working together is employed. The woman is left feeling alone, as her chosen partner has either been unfaithful or passed away. Despite this, she remains steadfast in her loyalty, refusing to let go of her inner light. Even though one ""eye"" is gone, she continues to exhibit faithfulness, even in her solitude.",2023-06-18 00:20:31.232187+00,2023-06-18 00:20:31.232197+00,,54
321,3,t,f,"The marrying maiden as a slave.
She marries as a concubine.","A person longing for unattainable joys may resort to unconventional means, akin to a girl finding shelter as a concubine despite her lowly status. This illustrates the pursuit of desires that defy societal norms and self-worth. The intention is to present the reality without judgment or advice, allowing individuals to glean insights from it.",2023-06-18 00:21:14.561589+00,2023-06-18 00:21:14.561601+00,,54
322,4,f,f,"The marrying maiden draws out the allotted time.
A late marriage comes in due course.","The person is virtuous and chooses not to rush into marriage. Despite waiting longer, their purity is rewarded as they eventually find a suitable spouse.",2023-06-18 00:21:47.477852+00,2023-06-18 00:21:47.477862+00,,54
323,5,f,t,"The sovereign I gave his daughter in marriage.
The embroidered garments of the princess
Were not as gorgeous
As those of the serving maid.
The moon that is nearly full
Brings good fortune.","During the reign of T'ang the Completer, a ruler who decreed that imperial princesses should be subordinate to their husbands, a metaphorical analogy is used to illustrate the dynamics of a marriage. This analogy compares a noble-born girl marrying a man of modest means to the moon's relationship with the sun before it reaches fullness. It signifies her graceful adaptation to the new situation, as she sets aside outer adornments and embraces a position below her husband. However, this symbolism doesn't imply fixed gender roles but rather serves as a flexible metaphor applicable to various situations.",2023-06-18 00:26:05.504901+00,2023-06-18 00:26:05.504913+00,,54
324,6,t,f,"The woman holds the basket, but there are no fruits in it.
The man stabs the sheep, but no blood flows.
Nothing that acts to further.","During the ancestral sacrifice, traditional gender roles are observed. The woman is tasked with presenting harvest offerings in a basket, while the man personally slaughters the sacrificial animal. However, in this particular case, the ritual is merely performed superficially. The woman presents an empty basket, and the man stabs a sheep that was previously slaughtered, solely to maintain appearances. This disrespectful and irreverent behavior does not bode well for the marriage, indicating a lack of piety and reverence.",2023-06-18 00:27:27.197264+00,2023-06-18 00:27:27.197279+00,,54
325,1,f,f,"When a man meets his destined ruler,
They can be together ten days,
And it is not a mistake.
Going meets with recognition.","To create prosperity, it is necessary to combine clarity and energetic action. When two individuals possess these qualities, they are well-suited for each other. Even if they spend a significant amount of time together during this period of abundance, it is not excessive or misguided. Thus, one can confidently move forward to make their impact felt, and it will be acknowledged and appreciated.",2023-06-18 00:28:40.31631+00,2023-06-18 00:28:40.31632+00,,55
326,2,f,f,"The curtain is of such fullness
That the polestars can be seen at noon.
Through going one meets with mistrust and hate.
If one rouses him through truth,
Good fortune comes.","Sometimes, political plots and party intrigues can obstruct a ruler's aspirations, casting a shadow similar to a solar eclipse. Instead of the ruler's influence, the party in power takes prominence. Any attempts to take decisive action during such times may be met with suspicion and envy, leading to stagnation. In such situations, it is crucial to maintain a steadfast commitment to truth. The power of truth is formidable and can subtly influence the ruler, ultimately leading to favorable outcomes.",2023-06-18 00:30:03.984611+00,2023-06-18 00:30:03.984626+00,,55
327,3,f,f,"The underbrush is of such abundance
That the small stars can be seen at noon.
He breaks his right arm. No blame.","In this metaphorical image, the sun is progressively covered, resulting in a total eclipse where even the smallest stars become visible at noon. Applied to social relationships, it signifies that the prince, representing the ruler, is completely overshadowed. Consequently, even the least significant individuals can assert themselves and take the forefront. This situation renders it impossible for a capable person, even if they hold a position of authority, to initiate any actions. It is akin to having a broken arm, preventing them from acting effectively. It is important to note that the hindrance in action is not the individual's fault.",2023-06-18 00:31:53.625353+00,2023-06-18 00:31:53.625365+00,,55
328,4,f,f,"The curtain is of such fullness
That the polestars can be seen at noon.
He meets his ruler, who is of like kind.
Good fortune.","In this situation, as darkness diminishes, interconnected elements converge. To achieve success, one must find the complementary aspect: the wisdom required to enhance the joy of action. When this balance is achieved, everything will proceed smoothly. The complementary factor in this case is the opposite of the one mentioned in the first line. There, wisdom is complemented by energy, whereas here, energy is complemented by wisdom.",2023-06-18 00:32:58.883591+00,2023-06-18 00:32:58.883602+00,,55
329,5,t,t,"Lines are coming,
Blessing and fame draw near.
Good fortune.","The ruler's modesty allows them to be receptive to the advice of capable individuals. As a result, they are surrounded by men who provide guidance on the course of action. This brings blessings, fame, and good fortune to the ruler and the entire population.",2023-06-18 00:34:12.162195+00,2023-06-18 00:34:12.162206+00,,55
330,6,f,f,"His house is in a state of abundance.
He screens off his family.
He peers through the gate
And no longer perceives anyone.
For three years he sees nothing.
Misfortune.","This passage depicts an individual who, due to their arrogance and stubbornness, achieves the opposite of their desired outcome. They aim to have a luxurious and splendid home, and they relentlessly pursue dominance within their household. However, their behavior alienates their family to such an extent that they ultimately become completely isolated.",2023-06-18 00:34:52.779247+00,2023-06-18 00:34:52.779257+00,,55
331,1,f,f,"If the wanderer busies himself with trivial things,
He draws down misfortune upon himself.","A wanderer should maintain inner dignity and not involve themselves in inferior matters encountered during their journey. It is important to preserve self-respect, especially when in a vulnerable or humble position. Seeking a friendly reception through jokes and buffoonery is misguided, as it often leads to contempt and disrespectful treatment.",2023-06-18 00:36:35.526986+00,2023-06-18 00:36:35.526996+00,,56
332,2,f,f,"The wanderer comes to an inn.
He has his property with him.
He wins the steadfastness of a young servant.","The described wanderer is humble and reserved. They remain true to themselves, finding inner peace and a sense of belonging. Their likable nature helps them build relationships and prosper in the world, acquiring possessions. Additionally, they gain the loyalty of a valuable servant, bringing them great worth as a wanderer.",2023-06-18 00:37:16.072989+00,2023-06-18 00:37:16.073+00,,56
333,3,f,f,"The wanderer's inn burns down.
He loses the steadfastness of his young servant.
Danger.",A stranger who behaves improperly and interferes in unrelated matters loses their place of comfort. Treating their servant with distance and arrogance results in losing their loyalty. This precarious situation arises when a stranger in an unfamiliar land has no reliable support.,2023-06-18 00:37:50.885969+00,2023-06-18 00:37:50.885981+00,,56
334,4,f,f,"The wanderer rests in a shelter.
He obtains his property and an ax.
My heart is not glad.","This passage describes a wanderer who appears content and restrained externally, while internally possessing strength and ambition. They manage to find a place of refuge and even acquire possessions, yet remain vulnerable and constantly prepared for potential threats. Consequently, they lack peace and consistently feel like an outsider in an unfamiliar territory.",2023-06-18 00:38:44.901881+00,2023-06-18 00:38:44.901892+00,,56
335,5,t,t,"He shoots a pheasant.
It drops with the first arrow.
In the end this brings both praise and office.","Statesmen would often impress local rulers by presenting them with a pheasant, skillfully hunting it with a single shot. This act garnered admiration and endorsements, eventually leading to the ruler offering them a position. Sometimes, circumstances compel individuals to establish a new life in foreign lands. With the knowledge of effectively navigating such situations and making a favorable introduction, one can cultivate friendships and opportunities in unfamiliar territories.",2023-06-18 00:39:38.686788+00,2023-06-18 00:39:38.6868+00,,56
336,6,f,f,"The bird's nest burns up.
The wanderer laughs at first,
Then must needs lament and weep.
Through carelessness he loses his cow.
Misfortune.","The burning nest of a bird symbolizes the loss of a resting place and serves as a warning against imprudence. Just as a careless bird may face misfortune, a wanderer who becomes careless and forgets their situation may also experience sorrow. Similarly, if a person loses their modesty and adaptability due to carelessness, negative consequences will follow.",2023-06-18 00:41:16.319957+00,2023-06-18 00:41:16.319969+00,,56
337,1,t,f,"In advancing and in retreating,
The perseverance of a warrior furthers.","Individuals with a natural inclination towards gentleness sometimes struggle with making firm decisions. They may lack the confidence to move forward with determination and find themselves plagued by numerous doubts. However, rather than retreating, they tend to wander aimlessly without making a clear choice. In such circumstances, adopting a decisive military approach becomes essential, enabling them to carry out their duties with unwavering determination. Resolute discipline proves superior to indecisive freedom.",2023-06-18 00:42:34.020548+00,2023-06-18 00:42:34.020563+00,,57
338,2,f,f,"Penetration under the bed.
Priests and magicians are used in great number.
Good fortune. No blame.","In dealing with hidden enemies and intangible influences, it is crucial to uncover their true nature and address them effectively. This responsibility falls upon priests, while magicians are tasked with eliminating these influences. Detecting and exposing these elusive forces requires persistent and dedicated efforts. By bringing them into the open and exposing their true identities, their power over individuals diminishes.",2023-06-18 00:43:17.271177+00,2023-06-18 00:43:17.271189+00,,57
339,3,f,f,Repeated penetration. Humiliation.,"Excessive introspection can hinder decisive action. Once a matter has been carefully considered, it is crucial to make a decision and take action. Continual deliberation leads to new uncertainties and hesitations, which can be humiliating as it indicates an inability to act.",2023-06-18 00:43:49.734162+00,2023-06-18 00:43:49.734174+00,,57
340,4,t,f,"Remorse vanishes.
During the hunt
Three kinds of game are caught.","A responsible position and accumulated experience, when accompanied by modesty and energetic action, ensure great success. Three types of animals mentioned were used as offerings to the gods, for feasting guests, and for everyday consumption. A hunt was deemed highly successful when the catch fulfilled all three purposes.",2023-06-18 00:44:39.144341+00,2023-06-18 00:44:39.144354+00,,57
341,5,f,t,"Perseverance brings good fortune.
Remorse vanishes.
Nothing that does not further.
No beginning, but an end.
Before the change, three days.
After the change, three days.
Good fortune.","Reforms are necessary. Change and improvement should be pursued with determination and a proper mindset, leading to success and the absence of regret. Nevertheless, it is crucial to carefully consider these improvements before implementing them. After the change, it is important to observe and evaluate how they fare in reality. Diligent work in this manner brings good fortune.",2023-06-18 00:47:59.565938+00,2023-06-18 00:47:59.565949+00,,57
342,6,f,f,"Penetration under the bed.
He loses his property and his ax.
Perseverance brings misfortune.","The understanding of an individual is penetrating, allowing them to uncover harmful influences even in hidden places. However, their ability to confront these influences effectively has diminished. Therefore, any endeavor to explore the personal realm of darkness would only result in harm.",2023-06-18 00:49:19.644772+00,2023-06-18 00:49:19.644783+00,,57
343,1,f,f,Contented joyousness. Good fortune.,"A serene, wordless joy resides within oneself, independent and satisfied. It seeks nothing externally and embraces everything, free from personal preferences. This freedom brings good fortune, as it holds the tranquil assurance of a self-assured heart.",2023-06-18 00:50:28.808906+00,2023-06-18 00:50:28.808917+00,,58
344,2,f,t,"Sincere joyousness. Good fortune.
Remorse disappears.","The association with inferior individuals can lead to temptation and inappropriate pleasures. However, a superior person finds no true satisfaction in such low indulgences. By acknowledging this and staying resolute, one can avoid these undesirable paths. When a person makes it clear that they do not find such behaviors appealing, even questionable companions will refrain from offering base pleasures, as they would be ineffective. This eliminates any potential for regret.",2023-06-18 00:51:10.20358+00,2023-06-18 00:51:10.203594+00,,58
345,3,t,f,Coming joyousness. Misfortune.,"Many seek joy from external sources when they lack inner contentment. Emptiness within leads to the pursuit of idle pleasures as a means of diversion. Those lacking inner stability constantly seek amusement, attracting external indulgences that further disconnect them from themselves. This pattern of losing oneself in external pleasures has negative consequences.",2023-06-18 00:51:52.550869+00,2023-06-18 00:51:52.55088+00,,58
346,4,f,f,"Joyousness that is weighed is not at peace.
After ridding himself of mistakes a man has joy.","When faced with choices of pleasure, individuals, regardless of their gender, must decide between higher and lower forms. Inner peace eludes them until they recognize that passion leads to suffering. By consciously rejecting lower pleasures and pursuing the higher ones, they discover genuine joy, peace, and overcome inner conflict.",2023-06-18 00:52:29.867602+00,2023-06-18 00:52:29.867614+00,,58
347,5,f,t,Sincerity toward disintegrating influences is dangerous.,"Recognizing and understanding the dangers lurking, individuals can shield themselves and avoid harm. Engaging with perilous elements poses a risk, as their corrosive impact affects even the most exceptional individuals. Vigilance enables self-preservation, as comprehension of the situation empowers one to navigate unscathed.",2023-06-18 00:53:10.353128+00,2023-06-18 00:53:10.35314+00,,58
348,6,t,f,Seductive joyousness.,"A person who is self-absorbed and seeks only frivolous enjoyment will face the consequences. Their lack of stability allows worldly pleasures to have a strong hold over them, leading them astray. At this point, it is not about danger or luck. They have relinquished control over their own life, leaving their fate to chance and external factors.",2023-06-18 00:53:50.935719+00,2023-06-18 00:53:50.93573+00,,58
349,1,f,f,"He brings help with the strength of a horse.
Good fortune.","It's crucial to address disunity early on, before it becomes total. Clearing the air and resolving misunderstandings promptly is necessary when differences in temperament arise, preventing further complications and mistrust.",2023-06-18 00:54:53.688324+00,2023-06-18 00:54:53.688339+00,,59
350,2,t,f,"At the dissolution
He hurries to that which supports him.
Remorse disappears.","When feeling disconnected and negative towards others, one should address these barriers. By cultivating a fair and moderate view of people, coupled with goodwill, one can find inner support. Hatred offers no solace, but a balanced perspective and positive attitude towards humanity can restore clarity and eliminate remorse.",2023-06-18 00:56:01.398137+00,2023-06-18 00:56:01.398147+00,,59
351,3,f,f,He dissolves his self. No remorse.,"In challenging situations, individuals may face demanding work that requires selflessness. They must prioritize their responsibilities over personal desires and share their resources to protect against external obstacles. By embracing significant sacrifices, one can gather the necessary strength for remarkable accomplishments. Focusing on a purpose beyond oneself enables the attainment of such a mindset.",2023-06-18 00:56:40.229435+00,2023-06-18 00:56:40.229446+00,,59
352,4,t,f,"He dissolves his bond with his group.
Supreme good fortune.
Dispersion leads in turn to accumulation.
This is something that ordinary men do not think of.","In tasks that impact public welfare, we must prioritize collective interests over personal friendships. To achieve significant results, we need to rise above partisan concerns. Those who have the courage to let go of immediate attachments can attain greater achievements in the long run. However, understanding this perspective requires a broad understanding of life's interconnectedness, a quality uncommonly found in individuals.",2023-06-18 00:57:25.31065+00,2023-06-18 00:57:25.310662+00,,59
353,5,f,t,"His loud cries are as dissolving as sweat.
Dissolution! A king abides without blame.","In times of general dispersion and separation, a great idea provides a focal point for the organization of recovery. Just as an illness reaches its crisis in a dissolving sweat, so a great stimulating idea is a true salvation in times of general deadlock. It gives the people a rallying point-a man in a ruling position who can dispel misunderstandings.",2023-06-18 00:58:12.164141+00,2023-06-18 00:58:12.164153+00,,59
354,6,f,f,"He dissolves his blood.
Departing, keeping at a distance, going out,
Is without blame.","The concept of dissolving a person's blood refers to preventing conflict and harm. It emphasizes not only self-preservation but also aiding one's family to escape or avoid danger. This act of assistance can involve preemptively protecting them from impending threats or assisting them in navigating existing hazards. By doing so, one demonstrates moral correctness and responsibility.",2023-06-18 00:58:36.073135+00,2023-06-18 00:58:36.073146+00,,59
355,1,f,f,"Not going out of the door and the courtyard
Is without blame.","Knowing one's limits and exercising discretion are crucial for achieving success. When faced with overwhelming obstacles, a person, regardless of their gender, should recognize when to stop and not exceed their capabilities. By doing so, they can conserve their energy and build up strength for future endeavors. The key lies in understanding the boundaries and respecting them. Acting with great force becomes possible when the right time arrives, and one has patiently prepared the way. In this process, discretion plays a vital role in paving the path for significant achievements.",2023-06-18 00:59:41.705183+00,2023-06-18 00:59:41.705197+00,,60
356,2,f,f,"Not going out of the gate and the courtyard
Brings misfortune.","When the moment for action arrives, it is crucial to seize it promptly. Similar to water accumulating in a lake until it finds an outlet when it is full, individuals experience the same in life. It is wise to hesitate until the right time, but not beyond that point. Once obstacles are cleared, prolonged hesitation leads to missed opportunities and eventual disaster.",2023-06-18 01:00:46.086839+00,2023-06-18 01:00:46.086849+00,,60
357,3,f,f,"He who knows limitation
Will have cause to lament.
No blame.","When focused solely on pleasure, one can lose sight of necessary boundaries. Indulging in extravagance leads to regret and consequences. Blaming others is not the solution. Recognizing our own mistakes is crucial for personal growth and learning from unpleasant experiences.",2023-06-18 01:01:12.165477+00,2023-06-18 01:01:12.165493+00,,60
358,4,f,f,Contented limitation. Success.,"Natural limitations, such as water flowing downhill, can lead to success by conserving energy. Unlike persistent limitations that require excessive effort, natural limitations save energy. Instead of futilely fighting against the limitation, all energy is directed towards the task at hand, ensuring success.",2023-06-18 01:01:44.996335+00,2023-06-18 01:01:44.996349+00,,60
359,5,t,t,"Sweet limitation brings good fortune.
Going brings esteem.","To effectively implement limitations, it is crucial to avoid imposing them on others while exempting ourselves. This approach breeds resentment and resistance. Instead, a leader should start by applying limitations to themselves and demanding less from others. By modestly achieving results, they set a positive example that inspires emulation. When such a model is followed, success becomes attainable in any endeavor.",2023-06-18 01:03:03.389796+00,2023-06-18 01:03:03.389812+00,,60
360,6,f,f,"Galling limitation.
Perseverance brings misfortune.
Remorse disappears.","Excessive restrictions can lead to rebellion and reaction. Just as a tormented body resists extreme asceticism, people cannot endure consistent severity. However, there are moments when temporary ruthlessness is necessary to prevent guilt and remorse. In these situations, being tough on oneself becomes crucial to safeguarding the soul from succumbing to temptation and indecision.",2023-06-18 01:03:50.709952+00,2023-06-18 01:03:50.709962+00,,60
